sensorId,IP_Address,Packet_Rate,Packet_Drop_Rate,Packet_Duplication_Rate,Data_Throughput,Signal_Strength,SNR,Battery_Level,Energy_Consumption_Rate,Number_of_Neighbors,Route_Request_Frequency,Route_Reply_Frequency,Data_Transmission_Frequency,Data_Reception_Frequency,Error_Rate,CPU_Usage,Memory_Usage,Bandwidth,Pinged_IP,Is_Malicious
1,192.168.119.138,52.01822943,2.727316577,0.955686851,130.96718,-52.05923195,23.97426529,82.98259848,4.394328441,3,11.3230441,11.45819871,20.67053868,14.3854394,0.10914576,26.37669328,29.18634129,76.81198637,192.168.1.1,0
2,192.168.225.56,59.50464822,1.435057979,1.22845978,82.6343576,-57.75472258,22.57205205,66.73485256,4.795243071,6,8.27736198,8.832979624,15.55512216,14.31668089,0.077135731,34.96342879,34.20317712,112.4959121,10.0.0.5,0
3,192.168.187.210,34.11820358,1.320905103,1.015244773,61.64992771,-52.39903659,15.66707644,74.59360549,4.889509448,5,8.196373981,8.330227353,19.47074836,11.79208385,0.052992925,48.93458486,31.68266233,117.5261085,68.8.149.81,0
4,192.168.78.245,39.64305451,1.98879052,0.784561907,69.70418071,-53.72744257,20.28696227,76.71056385,3.698835698,6,10.68376571,6.525031577,16.22895472,8.895408919,0.087810288,47.04559958,37.47002707,123.0589128,192.168.1.2,0
5,192.168.233.229,40.21267945,1.005121183,1.412192826,123.4456125,-49.69662,24.31853807,84.47789019,5.505749718,7,11.17682314,10.61743192,12.25742301,10.16873891,0.06882348,33.39435384,26.58296954,71.69691147,62.103.168.14,0
6,192.168.230.20,42.53930843,1.777329484,1.226796723,140.306629,-48.16489136,22.5627825,80.79285296,3.198216752,3,9.100423857,10.91216671,17.03989611,17.09890411,0.095630397,41.59292166,37.0119241,135.1731406,208.40.152.2,0
7,192.168.201.178,34.3713046,2.122727787,1.238308606,82.75914919,-46.74954073,22.19985871,83.89647558,7.212986586,5,5.514883796,9.764031484,14.72952452,14.53726995,0.112990649,51.91164651,33.41331687,113.7223138,65.240.255.188,0
8,192.168.0.73,39.42171265,1.632755735,1.070672353,128.7442791,-47.96544949,22.0171012,73.01885304,5.282559913,3,8.785058672,7.424502182,14.02895616,16.58432645,0.150733314,43.3735353,32.51407102,101.3016177,123.9.241.191,0
9,192.168.35.14,64.39263825,1.771348442,0.614430915,105.5549129,-45.03000534,19.40618712,100.5053208,5.458589454,4,9.652374631,9.578266409,20.6489996,13.22087385,0.133768647,41.66268291,36.02481754,130.2145754,79.134.54.135,0
10,192.168.94.186,71.58640386,2.874884606,1.175555785,109.9018768,-43.94990202,27.35436372,76.64226197,5.313188569,3,8.413088979,14.57025543,15.30887066,14.96236368,0.088104711,39.46736206,31.08675542,130.3609764,98.97.134.97,0
